coopeuch-migracion-convenios-rsauditoria,servicio-auditoria,auditoriaBorrarUsuarioConvenio,Operacion,Route,Auditoría de eliminación de usuarios de convenios. Registra borrado de usuarios admin,direct:auditoriaBorrarUsuarioConvenio,Internal,,,cl.coopeuch.integracion.auditoria.util.RouteFacade,XPath extraction|Marshal Jackson|XSLT transformation,,800,SQL Server,jdbc.*.usuarioConvenio,,,sp_audit_delete_user,RUT|Action|SolicitudId|ModuleId|RutExecutor|FirstName|SecondName|LastName|SecondLastName|Phone|Email|PhoneMovil|PermissionType|StartDate|EndDate|ModuleAccess|UserType|HasIndexaUser|IndexaProfile,Exception,Jackson XML|XSLT auditDeleteUserResponse.xsl,Auditoría de borrado usuarios. Extrae 16 campos con XPath. Ejecuta SP. Transforma respuesta XSLT,ALTA,dataSource|XSLT
coopeuch-migracion-convenios-rsauditoria,servicio-auditoria,auditoriaPlanilla,Operacion,Route,Auditoría de planillas de convenios. Registra eventos de planillas con montos y archivos,direct:auditoriaPlanilla,Internal,,,cl.coopeuch.integracion.auditoria.util.RouteFacade,XPath extraction|Marshal Jackson|XSLT transformation,,800,SQL Server,jdbc.*.usuarioConvenio,,,sp_audit_planilla,RUT|NombreSocio|Action|SolicitudId|ModuleId|PlanillaId|InformedAmount|PaidAmount|FileName|Reason|PalniaStatus|RutExecutor,Exception,Jackson XML|XSLT auditPlanillaResponse.xsl,Auditoría de planillas. Extrae 11 campos con XPath. Ejecuta SP. Transforma respuesta XSLT,MEDIA,dataSource|XSLT
coopeuch-migracion-convenios-rsauditoria,servicio-auditoria,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones para auditoría. Escribe en cola fault y genera respuesta de error,direct:excepcion,AMQ,,,cl.coopeuch.integracion.auditoria.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores auditoría. Serializa a JSON. Envía a cola fault. Genera respuesta SOAP,ALTA,ActiveMQ
coopeuch-migracion-convenios-rsauditoria,servicio-auditoria,sqlComponent,Componente SQL,Bean,Componente SQL de Camel configurado con datasource para ejecutar stored procedures de auditoría,SqlComponent,SQL,,,org.apache.camel.component.sql.SqlComponent,dataSource=dataSource,,800,SQL Server,jdbc.*.usuarioConvenio,,,sp_audit_login|sp_audit_logout|sp_audit_accept_credit_request|sp_audit_reject_credit_request|sp_audit_user_admin|sp_audit_delete_user|sp_audit_planilla,,,Componente para ejecutar SQL stored procedures de auditoría. Usa datasource configurado,ALTA,dataSource
coopeuch-migracion-convenios-rsauditoria,servicio-auditoria,jacksonTransform,DataFormat,Bean,DataFormat Jackson XML para transformación de datos en auditoría con prettyPrint habilitado,jacksonTransform,JSON,,,org.apache.camel.dataformat.xmljson.JacksonDataFormat,prettyPrint=true,,,,,,,,,,,DataFormat Jackson XML. PrettyPrint habilitado. Usado en todas las rutas de auditoría,MEDIA,Jackson
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,servicio-autenticacion-idg,Servicio Principal,CamelContext,Servicio de autenticación IDG para convenios que maneja autenticación con SafeSigner y gestión de usuarios,/convenios/WSAutenticacionIDG,SOAP,etc/wsdl/WSAutenticacionIDG.wsdl,cl.coopeuch.integracion.autenticacionidg.wsdl.WSAutenticacionIDGSoapPortType,Apache Camel Blueprint OSGi|DataFormat=MESSAGE,,,800,SQL Server,jdbc.sqlserver.*.portalweb|net.sourceforge.jtds.jdbc.Driver,ActiveMQ|{[amq.broker.url]}|usePooledConnection=true,,,SafeSigner Auth|SafeSigner SMS|SafeSigner Card,Multiple SQL procedures,RUT|Usuario|Clave|Estado,Exception,JSON marshaling,Servicio de autenticación IDG para convenios. Integra con SafeSigner. 34 rutas principales,ALTA,SQL Server|ActiveMQ|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,servicioAutenticacionEndpoint,Endpoint SOAP Interno,cxfEndpoint,Endpoint principal SOAP para el servicio de autenticación IDG,/convenios/WSAutenticacionIDG,SOAP,etc/wsdl/WSAutenticacionIDG.wsdl,cl.coopeuch.integracion.autenticacionidg.wsdl.WSAutenticacionIDGSoapPortType,Apache CXF|DataFormat=MESSAGE,,,800,SQL Server,jdbc.sqlserver.*.portalweb,ActiveMQ,,,SafeSigner Auth|SafeSigner SMS|SafeSigner Card,Multiple SQL procedures,RUT|Usuario|Clave|Estado,Exception,JSON marshaling,Endpoint principal de autenticación IDG. DataFormat MESSAGE para SOAP,ALTA,Apache CXF|Blueprint
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,endpointAuthSafesigner,Servicio Externo,cxfEndpoint,Servicio de autenticación SafeSigner para validación de usuarios,[{endpoint.safesigner.auth.url}],SOAP,etc/wsdl/AuthWs.wsdl,cl.coopeuch.integracion.autenticacionidg.wsdl.safesigner.AuthenticationWs,Apache CXF|External Service,loggingFeatureEnabled=true,,800,,,,,SafeSigner Auth call,,Exception,,Servicio externo SafeSigner Auth. Autenticación de usuarios,CRITICA,SafeSigner Auth
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,endpointSmsSafesigner,Servicio Externo,cxfEndpoint,Servicio SMS SafeSigner para envío de notificaciones SMS,[{endpoint.safesigner.sms.url}],SOAP,etc/wsdl/SmsWs.wsdl,cl.coopeuch.integracion.autenticacionidg.wsdl.safesigner.sms.SmsWs,Apache CXF|External Service,loggingFeatureEnabled=true,,800,,,,,SafeSigner SMS call,,Exception,,Servicio externo SafeSigner SMS. Envío de notificaciones SMS,MEDIA,SafeSigner SMS
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,endpointCardSafesigner,Servicio Externo,cxfEndpoint,Servicio Card SafeSigner para gestión de tarjetas,[{endpoint.safesigner.card.url}],SOAP,etc/wsdl/CardWs.wsdl,cl.coopeuch.integracion.autenticacionidg.wsdl.safesigner.card.CardWs,Apache CXF|External Service,loggingFeatureEnabled=true,,800,,,,,SafeSigner Card call,,Exception,,Servicio externo SafeSigner Card. Gestión de tarjetas,MEDIA,SafeSigner Card
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,dataSourceSqlServer,Configuracion BD,Bean,Pool de conexiones a base de datos SQL Server para autenticación IDG con configuración específica,BasicDataSource,JDBC,,,org.apache.commons.dbcp.BasicDataSource,driverClassName|url|username|password|timeBetweenEvictionRunsMillis|numTestsPerEvictionRun|minEvictableIdleTimeMillis|maxActive,,800,SQL Server,jdbc.sqlserver.*.portalweb|net.sourceforge.jtds.jdbc.Driver|charset=iso_1,,,Multiple SQL procedures,RUT|Usuario|Clave|Estado,,,Pool de conexiones DBCP para autenticación IDG. Driver JTDS. Configuración específica portalweb,ALTA,SQL Server
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,beanAMQ,Configuracion AMQ,Bean,Configuración de ActiveMQ para comunicación asíncrona y cola de faults en autenticación IDG,ActiveMQComponent,AMQ,,,org.apache.activemq.camel.component.ActiveMQComponent,brokerURL|userName|password|usePooledConnection=true,,800,,,ActiveMQ|{[amq.broker.url]}|Pooled connections,,,,,Pool de conexiones AMQ para autenticación IDG. Queue fault para errores,ALTA,ActiveMQ
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,beanRouteFacade,Utilidad,Bean,Bean de utilidad con métodos de transformación y lógica de negocio para autenticación IDG,RouteFacade,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,backupBody|requestAuthChange|responseAuthChange|requestSmsActivation|responseSmsCreate|requestCardCreateUser|responseCardCreateUser|requestAutenticarSS|responseAutenticarSS|requestStatusUserSS|responseStatusUserSS|requestAsignarUsuarioSS|responseAsignarUsuarioSS|requestCambiarClaveSS|responseCambiarClaveSS|responseGetUsuarioPortalConvenio|responseEnvioNotificacion|requestActualizarClaveSS|responseActualizarClaveSS|requestDesbloqueoSS|requestBloquearSS|requestStatusSS|excepcionAmq|excepcionCrear,,,,,Multiple SQL procedures,RUT|Usuario|Clave|Estado,Exception,JSON marshaling,Facade con lógica de autenticación IDG. Backup de body. Manejo de excepciones. 20+ métodos,ALTA,Todas las rutas
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,autenticar,Operacion,Route,Autenticación principal de usuarios IDG. Maneja autenticación con SafeSigner y validaciones,direct:autenticar,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAuthChange|responseAuthChange|requestSmsActivation|responseSmsCreate|requestCardCreateUser|responseCardCreateUser|requestAutenticarSS|responseAutenticarSS|requestStatusUserSS|responseStatusUserSS|requestAsignarUsuarioSS|responseAsignarUsuarioSS|requestCambiarClaveSS|responseCambiarClaveSS|responseGetUsuarioPortalConvenio|responseEnvioNotificacion|requestActualizarClaveSS|responseActualizarClaveSS|requestDesbloqueoSS|requestBloquearSS|requestStatusSS|excepcionAmq|excepcionCrear,,800,SQL Server,jdbc.sqlserver.*.portalweb,ActiveMQ,,,SafeSigner Auth|SafeSigner SMS|SafeSigner Card,Multiple SQL procedures,RUT|Usuario|Clave|Estado,Exception,JSON marshaling,Autenticación principal IDG. Integra con SafeSigner. Múltiples validaciones,CRITICA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,crear,Operacion,Route,Creación de usuarios IDG. Registra nuevos usuarios en el sistema,direct:crear,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAsignarUsuarioSS|responseAsignarUsuarioSS|requestCardCreateUser|responseCardCreateUser|requestSmsActivation|responseSmsCreate,,800,SQL Server,jdbc.sqlserver.*.portalweb,ActiveMQ,,,SafeSigner Auth|SafeSigner SMS|SafeSigner Card,Multiple SQL procedures,RUT|Usuario|Clave|Estado,Exception,JSON marshaling,Creación de usuarios IDG. Integra con SafeSigner para SMS y Card,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,desbloquear,Operacion,Route,Desbloqueo de usuarios IDG. Libera usuarios bloqueados en el sistema,direct:desbloquear,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestDesbloqueoSS|requestBloquearSS|requestStatusSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,ActiveMQ,,,SafeSigner Auth|SafeSigner SMS|SafeSigner Card,Multiple SQL procedures,RUT|Usuario|Clave|Estado,Exception,JSON marshaling,Desbloqueo de usuarios IDG. Integra con SafeSigner para liberar usuarios,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,changeRequiredValidate,Validacion,Route,Validación de cambio de clave requerido. Verifica si el usuario debe cambiar su clave,direct:changeRequiredValidate,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAuthChange|responseAuthChange,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Clave validation,Exception,,Validación de cambio de clave. Integra con SafeSigner Auth,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,preAuthAssignSS,Preparacion,Route,Preparación de asignación de autenticación SafeSigner. Configuración previa,direct:preAuthAssignSS,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAsignarUsuarioSS|responseAsignarUsuarioSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,,Exception,,Preparación de asignación SS. Configuración previa a autenticación,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,smsCreate,Notificacion,Route,Creación de activación SMS. Configura notificaciones SMS para usuarios,direct:smsCreate,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestSmsActivation|responseSmsCreate,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner SMS call,SMS validation,Exception,,Creación de activación SMS. Integra con SafeSigner SMS,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,cardCreateUser,Tarjeta,Route,Creación de usuario de tarjeta. Configura tarjetas para usuarios,direct:cardCreateUser,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestCardCreateUser|responseCardCreateUser,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Card call,Card validation,Exception,,Creación de usuario de tarjeta. Integra con SafeSigner Card,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,autenticarSS,Autenticacion SS,Route,Autenticación SafeSigner. Proceso de autenticación con SafeSigner,direct:autenticarSS,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAutenticarSS|responseAutenticarSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,SS authentication,Exception,,Autenticación SafeSigner. Proceso principal de autenticación,CRITICA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,autenticarIDG,Autenticacion IDG,Route,Autenticación IDG. Proceso de autenticación con sistema IDG,direct:autenticarIDG,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAutenticarSS|responseAutenticarSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,IDG authentication,Exception,,Autenticación IDG. Proceso principal de autenticación IDG,CRITICA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,crearSS,Creacion SS,Route,Creación SafeSigner. Proceso de creación de usuarios en SafeSigner,direct:crearSS,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAsignarUsuarioSS|responseAsignarUsuarioSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,SS creation,Exception,,Creación SafeSigner. Proceso de creación de usuarios,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,consultarEstadoSS,Consulta Estado,Route,Consulta de estado SafeSigner. Verifica estado de usuarios en SafeSigner,direct:consultarEstadoSS,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestStatusUserSS|responseStatusUserSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Status validation,Exception,,Consulta de estado SafeSigner. Verificación de estado de usuarios,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,authAssignSS,Asignacion SS,Route,Asignación de autenticación SafeSigner. Asigna autenticación a usuarios,direct:authAssignSS,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAsignarUsuarioSS|responseAsignarUsuarioSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,SS assignment,Exception,,Asignación de autenticación SafeSigner. Asigna autenticación,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,preCrearIDG,Preparacion IDG,Route,Preparación de creación IDG. Configuración previa para creación IDG,direct:preCrearIDG,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAsignarUsuarioSS|responseAsignarUsuarioSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,IDG preparation,Exception,,Preparación de creación IDG. Configuración previa,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,preConsultaClaveIDG,Consulta Clave,Route,Preparación de consulta de clave IDG. Configuración previa para consulta,direct:preConsultaClaveIDG,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestCambiarClaveSS|responseCambiarClaveSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Clave consultation,Exception,,Preparación de consulta de clave IDG. Configuración previa,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,authChangeRequiredSS,Cambio Clave,Route,Cambio de clave requerido SafeSigner. Proceso de cambio de clave,direct:authChangeRequiredSS,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestCambiarClaveSS|responseCambiarClaveSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Clave change,Exception,,Cambio de clave requerido SafeSigner. Proceso de cambio,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,actualizarClaveRequired,Actualizacion Clave,Route,Actualización de clave requerida. Proceso de actualización de clave,direct:actualizarClaveRequired,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestCambiarClaveSS|responseCambiarClaveSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Clave update,Exception,,Actualización de clave requerida. Proceso de actualización,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,userPortalConvenio,Usuario Portal,Route,Gestión de usuario portal convenio. Administración de usuarios del portal,direct:userPortalConvenio,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,responseGetUsuarioPortalConvenio,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Portal user,Exception,,Gestión de usuario portal convenio. Administración de usuarios,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,getUserPortalConvenio,Consulta Usuario,Route,Consulta de usuario portal convenio. Obtiene información de usuarios,direct:getUserPortalConvenio,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,responseGetUsuarioPortalConvenio,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,User consultation,Exception,,Consulta de usuario portal convenio. Obtiene información,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,enviarNotificacion,Notificacion,Route,Envío de notificaciones. Proceso de envío de notificaciones a usuarios,direct:enviarNotificacion,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,responseEnvioNotificacion,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner SMS call,Notification sending,Exception,,Envío de notificaciones. Proceso de envío,MEDIA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,crearIDG,Creacion IDG,Route,Creación IDG. Proceso de creación de usuarios en sistema IDG,direct:crearIDG,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestAsignarUsuarioSS|responseAsignarUsuarioSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,IDG creation,Exception,,Creación IDG. Proceso de creación de usuarios,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,consultarClave,Consulta Clave,Route,Consulta de clave. Proceso de consulta de claves de usuarios,direct:consultarClave,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestCambiarClaveSS|responseCambiarClaveSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Clave consultation,Exception,,Consulta de clave. Proceso de consulta,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,actualizarClave,Actualizacion Clave,Route,Actualización de clave. Proceso de actualización de claves,direct:actualizarClave,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestCambiarClaveSS|responseCambiarClaveSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,Clave update,Exception,,Actualización de clave. Proceso de actualización,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,actualizarClaveSS,Actualizacion SS,Route,Actualización de clave SafeSigner. Proceso de actualización en SafeSigner,direct:actualizarClaveSS,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestActualizarClaveSS|responseActualizarClaveSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,SS clave update,Exception,,Actualización de clave SafeSigner. Proceso de actualización,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,actualizarClaveIDG,Actualizacion IDG,Route,Actualización de clave IDG. Proceso de actualización en sistema IDG,direct:actualizarClaveIDG,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestCambiarClaveSS|responseCambiarClaveSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,IDG clave update,Exception,,Actualización de clave IDG. Proceso de actualización,ALTA,dataSourceSqlServer|SafeSigner
coopeuch-migracion-convenios-rsautenticacionidg,servicio-autenticacion-idg,desbloqueo,Desbloqueo,Route,Desbloqueo de usuarios. Proceso de desbloqueo de usuarios bloqueados,direct:desbloqueo,Internal,,,cl.coopeuch.integracion.autenticacionidg.util.RouteFacade,requestDesbloqueoSS|requestBloquearSS|requestStatusSS,,800,SQL Server,jdbc.sqlserver.*.portalweb,,,SafeSigner Auth call,User unblocking,Exception,,Desbloqueo de usuarios. Proceso de desbloqueo,ALTA,dataSourceSqlServer|SafeSigner
